,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
2541,2541,36.56036062,-121.95661,0,1179,18.815,33.597,0.157,0.7148
2542,2542,36.56063103,-121.9566064,0,1393,12.796,33.508,0.182,0.6081
2543,2543,36.56090144,-121.9566028,0,1722,11.765,33.976,0.182,0.5997
2544,2544,36.56117185,-121.9565991,0,1972,12.651,36.503,0.137,0.6576
2545,2545,36.56144225,-121.9565955,0,1930,9.098,36.905,0.252,0.6561
2546,2546,36.56171266,-121.9565918,0,1260,17.957,34.668,0.177,0.7349
2547,2547,36.56198307,-121.9565882,332,0,9.383,33.312,0.125,0.1583
2548,2548,36.62093169,-121.9557943,194,0,13.737,34.096,0.168,0.2841
2549,2549,36.51655144,-121.9568635,383,2912,9.096,34.767,0.171,0.5161
2550,2550,36.51682185,-121.9568599,790,3747,19.31,34.897,0.27,0.7397
2551,2551,36.51709226,-121.9568562,0,2724,18.259,35.787,0.242,0.8013
2552,2552,36.51736267,-121.9568526,872,454,12.534,34.615,0.293,0.3361
2553,2553,36.51979636,-121.9568199,0,1246,19.921,33.775,0.122,0.7233
2554,2554,36.52006677,-121.9568163,0,1554,19.463,34.148,0.223,0.7742
2555,2555,36.52033718,-121.9568127,0,303,14.085,36.877,0.128,0.6904
2556,2556,36.55981687,-121.9562821,0,1031,12.896,36.001,0.16,0.6613
2557,2557,36.56008728,-121.9562785,0,1796,17.041,34.72,0.206,0.7329
2558,2558,36.56035769,-121.9562748,0,1098,22.182,34.764,0.103,0.7825
2559,2559,36.5606281,-121.9562712,0,2287,13.607,35.127,0.174,0.6603
2560,2560,36.5608985,-121.9562676,0,1442,11.794,33.785,0.199,0.604
2561,2561,36.56116891,-121.9562639,0,398,16.164,32.941,0.208,0.6724
2562,2562,36.61092375,-121.9555938,0,313,6.969,34.257,0.217,0.531
2563,2563,36.61119416,-121.9555901,0,289,14.448,35.534,0.122,0.6608
2564,2564,36.51546687,-121.956543,0,254,16.929,35.055,0.148,0.7101
2565,2565,36.51573728,-121.9565394,0,407,15.013,35.664,0.206,0.7171
2566,2566,36.5162781,-121.9565321,0,536,14.495,35.275,0.188,0.6883
2567,2567,36.51654851,-121.9565285,0,3465,13.753,31.741,0.042,0.5165
2568,2568,36.51681892,-121.9565248,0,2501,15.451,35.675,0.252,0.7489
2569,2569,36.51952302,-121.9564885,0,820,10.162,34.895,0.207,0.604
2570,2570,36.51979343,-121.9564849,0,3259,15.502,33.887,0.078,0.6182
2571,2571,36.52006384,-121.9564813,0,3920,11.259,35.866,0.14,0.6161
2572,2572,36.52033425,-121.9564776,0,2333,13.181,35.48,0.181,0.6644
2573,2573,36.55954353,-121.9559506,0,1178,14.556,35.211,0.247,0.7174
2574,2574,36.55981394,-121.9559469,0,1722,16.701,35.298,0.13,0.7027
2575,2575,36.56008434,-121.9559433,0,959,16.751,34.168,0.24,0.7305
2576,2576,36.56035475,-121.9559396,0,902,10.251,34.234,0.215,0.5932
2577,2577,36.56062516,-121.955936,0,2761,16.795,33.159,0.289,0.7306
2578,2578,36.56089557,-121.9559324,0,1246,14.919,34.493,0.179,0.6725
2579,2579,36.56170679,-121.9559214,802,0,11.56,33.958,0.228,0.2683
2580,2580,36.61092081,-121.9552583,0,336,9.981,34.432,0.244,0.6074
2581,2581,36.61119121,-121.9552547,0,731,12.762,34.369,0.21,0.6429
2582,2582,36.61146162,-121.955251,0,242,14.317,34.702,0.227,0.69
2583,2583,36.62119621,-121.9551197,85,0,16.537,33.521,0.213,0.3466
2584,2584,36.51546394,-121.956208,0,230,12.572,35.376,0.218,0.6684
2585,2585,36.51573435,-121.9562044,0,1478,13.65,34.236,0.178,0.6409
2586,2586,36.51600476,-121.9562007,0,1084,14.687,33.712,0.263,0.6904
2587,2587,36.51627517,-121.9561971,0,2630,11.476,32.512,0.166,0.5495
2588,2588,36.51654558,-121.9561935,0,3077,17.672,33.819,0.258,0.7487
2589,2589,36.51681599,-121.9561898,0,1319,14.68,34.193,0.248,0.6948
2590,2590,36.51924967,-121.9561572,0,1408,14.08,32.969,0.291,0.6741
2591,2591,36.51952008,-121.9561535,0,1102,17.808,33.758,0.218,0.7298
2592,2592,36.51979049,-121.9561499,0,1340,15.251,35.535,0.18,0.7055
2593,2593,36.5200609,-121.9561463,0,2436,15.494,33.565,0.245,0.6935
2594,2594,36.52033131,-121.9561426,0,914,13.796,33.324,0.179,0.6214
2595,2595,36.52060172,-121.956139,0,229,12.053,33.811,0.259,0.6397
2596,2596,36.55954059,-121.9556154,0,1261,14.147,36.853,0.248,0.751
2597,2597,36.559811,-121.9556117,0,698,9.226,34.315,0.151,0.5433
2598,2598,36.56008141,-121.9556081,0,632,19.298,34.627,0.229,0.786
2599,2599,36.56035182,-121.9556044,0,1364,13.787,34.691,0.168,0.6499
2600,2600,36.56062222,-121.9556008,0,1879,9.686,32.695,0.154,0.5133
2601,2601,36.56089263,-121.9555972,0,687,9.569,33.357,0.226,0.5635
2602,2602,36.56116304,-121.9555935,303,0,15.038,35.162,0.198,0.351
2603,2603,36.61037706,-121.9549302,0,361,10.706,33.221,0.277,0.6078
2604,2604,36.61091787,-121.9549229,0,266,12.775,33.899,0.295,0.6739
2605,2605,36.61118827,-121.9549193,0,963,15.027,34.455,0.198,0.6831
2606,2606,36.61145868,-121.9549156,0,904,19.412,33.572,0.25,0.7723
2607,2607,36.61172908,-121.954912,0,260,16.629,35.004,0.171,0.7145
2608,2608,36.6125403,-121.954901,0,266,20.971,33.893,0.139,0.7552
2609,2609,36.61281071,-121.9548974,0,537,14.871,35.965,0.134,0.6858
2610,2610,36.51519059,-121.9558766,0,611,14.305,31.907,0.179,0.5959
2611,2611,36.515461,-121.955873,0,548,13.942,34.003,0.14,0.6217
2612,2612,36.51573141,-121.9558694,0,1295,9.893,34.278,0.17,0.5649
2613,2613,36.51600182,-121.9558657,0,2536,13.347,33.731,0.093,0.5799
2614,2614,36.51627223,-121.9558621,0,2583,18.603,35.309,0.18,0.765
2615,2615,36.51654264,-121.9558585,0,1648,15.001,35.456,0.168,0.6926
2616,2616,36.51681305,-121.9558548,0,806,14.682,35.615,0.134,0.6734
2617,2617,36.51897633,-121.9558258,0,230,21.87,36.564,0.229,0.8844
2618,2618,36.51924674,-121.9558221,0,1032,14.281,34.147,0.162,0.6429
2619,2619,36.51978756,-121.9558149,0,332,11.9,35.887,0.197,0.6576
2620,2620,36.52005797,-121.9558112,0,288,8.686,34.848,0.19,0.5656
2621,2621,36.52059879,-121.955804,0,229,13.221,33.78,0.173,0.6186
2622,2622,36.5208692,-121.9558003,0,288,15.283,35.574,0.157,0.6956
2623,2623,36.55953766,-121.9552802,0,398,14.628,32.529,0.145,0.6007
2624,2624,36.55980806,-121.9552765,0,359,15.139,35.584,0.225,0.727
2625,2625,36.56007847,-121.9552729,0,888,16.823,35.062,0.205,0.7367
2626,2626,36.56034888,-121.9552693,0,1114,13.235,34.544,0.14,0.6215
2627,2627,36.56061929,-121.9552656,0,913,13.761,33.907,0.286,0.6888
2628,2628,36.5608897,-121.955262,303,0,16.625,33.969,0.238,0.372
2629,2629,36.61091493,-121.9545875,221,360,15.825,35.038,0.134,0.4664
2630,2630,36.61118533,-121.9545839,0,1060,14.635,35.511,0.175,0.6904
2631,2631,36.61145574,-121.9545802,0,1530,12.35,36.386,0.175,0.6678
2632,2632,36.61172614,-121.9545766,0,845,16.027,34.407,0.222,0.7134
2633,2633,36.61280776,-121.954562,0,189,7.571,34.295,0.187,0.5286
2634,2634,36.61307817,-121.9545583,0,508,14.937,35.892,0.27,0.7533
2635,2635,36.61334857,-121.9545547,0,172,15.469,34.984,0.181,0.6964
2636,2636,36.61605263,-121.9545182,148,0,15.271,35.538,0.158,0.3449
2637,2637,36.96973188,-121.9497006,0,301,15.496,34.401,0.222,0.7029
2638,2638,36.97000227,-121.9496969,123,0,9.287,35.573,0.206,0.2535
2639,2639,36.97027266,-121.9496932,123,153,9.997,34.19,0.194,0.2953
2640,2640,36.51491725,-121.9555453,212,1081,11.482,34.623,0.105,0.5033
2641,2641,36.51518766,-121.9555416,0,1816,9.634,36.327,0.283,0.6676
2642,2642,36.51545807,-121.955538,0,1507,14.745,34.325,0.208,0.6794
2643,2643,36.51572848,-121.9555344,0,407,12.625,34.182,0.186,0.6236
2644,2644,36.51599889,-121.9555307,0,1095,10.82,34.704,0.216,0.6165
2645,2645,36.5162693,-121.9555271,0,1048,11.685,32.893,0.181,0.5706
2646,2646,36.51653971,-121.9555235,0,1060,16.066,34.385,0.132,0.6686
2647,2647,36.51681012,-121.9555198,0,689,13.112,34.315,0.188,0.6374
2648,2648,36.51735094,-121.9555126,360,0,10.531,35.788,0.192,0.276
2649,2649,36.52032545,-121.9554726,251,0,12.778,34.931,0.184,0.2943
2650,2650,36.55926431,-121.9549486,0,276,12.207,34.3,0.26,0.6554
2651,2651,36.55953472,-121.954945,0,933,13.501,35.222,0.25,0.6986
2652,2652,36.55980513,-121.9549413,0,1636,11.169,33.98,0.184,0.5892
2653,2653,36.56007553,-121.9549377,0,1456,17.492,34.132,0.238,0.743
2654,2654,36.56034594,-121.9549341,0,727,13.852,36.845,0.182,0.712
2655,2655,36.56088676,-121.9549268,508,0,23.127,35.697,0.185,0.5152
2656,2656,36.61091198,-121.9542521,0,324,16.938,33.167,0.247,0.7126
2657,2657,36.61118239,-121.9542485,0,954,11.228,34.488,0.215,0.6186
2658,2658,36.61145279,-121.9542448,0,749,20.074,34.218,0.198,0.7753
2659,2659,36.61307523,-121.9542229,0,266,14.733,34.606,0.162,0.6632
2660,2660,36.61334563,-121.9542192,0,212,12.605,34.766,0.164,0.6268
2661,2661,36.96891774,-121.9493748,104,0,11.832,33.781,0.245,0.2776
2662,2662,36.96918812,-121.9493711,104,0,15.411,34.876,0.272,0.3881
2663,2663,36.96945851,-121.9493674,0,195,15.004,35.153,0.301,0.7516
2664,2664,36.9697289,-121.9493636,143,0,14.499,33.507,0.227,0.3137
2665,2665,36.96999929,-121.9493599,680,0,14.943,33.035,0.103,0.2485
2666,2666,36.97026968,-121.9493562,492,0,12.867,34.086,0.203,0.2844
2667,2667,36.97054007,-121.9493525,555,0,14.064,35.734,0.194,0.3444
2668,2668,36.51491432,-121.9552103,0,538,15.779,34.041,0.244,0.7104
2669,2669,36.51518473,-121.9552066,0,714,13.561,33.107,0.263,0.6534
2670,2670,36.51545514,-121.955203,0,289,10.417,34.201,0.137,0.5566
2671,2671,36.51626637,-121.9551921,0,602,11.081,34.325,0.177,0.5926
2672,2672,36.51653678,-121.9551885,0,1255,9.837,35.009,0.282,0.6381
2673,2673,36.51680719,-121.9551848,0,536,20.23,33.666,0.197,0.7641
2674,2674,36.5170776,-121.9551812,0,277,10.483,34.502,0.192,0.5929
2675,2675,36.51978169,-121.9551448,0,229,14.78,35.662,0.271,0.745
2676,2676,36.52086333,-121.9551303,0,1525,12.795,34.98,0.233,0.6703
2677,2677,36.52113374,-121.9551267,0,1863,14.633,34.96,0.277,0.7276
2678,2678,36.52140415,-121.955123,0,1107,16.866,33.682,0.229,0.7151
2679,2679,36.52167456,-121.9551194,0,435,10.013,33.862,0.153,0.5483
2680,2680,36.55926137,-121.9546134,0,257,18.311,31.152,0.178,0.6631
2681,2681,36.55953178,-121.9546098,0,1061,16.039,35.307,0.22,0.7351
2682,2682,36.55980219,-121.9546062,0,1274,16.265,35.387,0.198,0.7305
2683,2683,36.5600726,-121.9546025,0,1409,13.542,35.453,0.179,0.6697
2684,2684,36.560343,-121.9545989,0,1037,11.88,34.357,0.134,0.5875
2685,2685,36.56061341,-121.9545952,0,332,15.517,36.51,0.217,0.7535
2686,2686,36.56088382,-121.9545916,1154,0,16.538,35.63,0.159,0.3724
2687,2687,36.61090904,-121.9539167,0,348,12.874,35.384,0.156,0.6435
2688,2688,36.61117944,-121.953913,0,707,18.588,34.147,0.21,0.7507
2689,2689,36.61144985,-121.9539094,0,678,12.297,33.802,0.267,0.6482
2690,2690,36.6141539,-121.9538729,0,109,14.919,33.964,0.242,0.6907
2691,2691,36.96918514,-121.9490341,114,0,15.189,33.485,0.223,0.3245
2692,2692,36.96945553,-121.9490304,114,0,16.806,35.765,0.235,0.419
2693,2693,36.96972592,-121.9490267,143,0,11.193,33.707,0.171,0.2264
2694,2694,36.96999631,-121.9490229,674,0,10.936,35.201,0.149,0.2477
2695,2695,36.9702667,-121.9490192,172,0,14.225,34.066,0.242,0.3298
2696,2696,36.97053709,-121.9490155,195,0,12.635,35.144,0.136,0.2728
2697,2697,36.97080747,-121.9490118,148,0,15.074,38.276,0.29,0.4562
2698,2698,36.51626343,-121.9548571,0,437,15.881,35.013,0.214,0.7217
2699,2699,36.51653384,-121.9548535,0,508,17.553,34.218,0.231,0.7428
2700,2700,36.51680425,-121.9548498,0,1502,18.343,34.721,0.198,0.7542
2701,2701,36.51707466,-121.9548462,0,3171,11.529,33.836,0.181,0.5911
2702,2702,36.51734507,-121.9548425,0,1495,14.539,34.937,0.116,0.6447
2703,2703,36.51761548,-121.9548389,0,336,16.719,34.963,0.15,0.7047
2704,2704,36.51788589,-121.9548353,0,301,14.205,33.894,0.242,0.6751
2705,2705,36.5181563,-121.9548316,0,559,12.052,34.764,0.244,0.656
2706,2706,36.51842671,-121.954828,0,489,11.785,34.488,0.202,0.6229
2707,2707,36.51977876,-121.9548098,251,0,13.666,33.889,0.237,0.312
2708,2708,36.52031958,-121.9548025,0,303,10.328,35.623,0.204,0.624
2709,2709,36.52058999,-121.9547989,0,1584,16.835,34.792,0.172,0.7137
2710,2710,36.5208604,-121.9547953,0,3655,19.816,34.109,0.178,0.7576
2711,2711,36.52113081,-121.9547916,654,5251,13.77,37.204,0.14,0.6548
2712,2712,36.52140122,-121.954788,472,1072,14.249,35.226,0.307,0.5877
2713,2713,36.52167163,-121.9547844,584,552,19.901,34.697,0.175,0.4224
2714,2714,36.55925843,-121.9542783,0,143,13.769,34.978,0.21,0.6777
2715,2715,36.55952884,-121.9542746,0,197,16.466,34.576,0.21,0.7201
2716,2716,36.55979925,-121.954271,0,165,15.297,33.938,0.158,0.6554
2717,2717,36.56006966,-121.9542673,0,594,15.304,34.536,0.195,0.689
2718,2718,36.56034006,-121.9542637,538,324,13.589,32.755,0.23,0.2787
2719,2719,36.61090609,-121.9535813,0,254,14.086,35.29,0.159,0.6662
2720,2720,36.6111765,-121.9535776,0,266,15.722,35.098,0.267,0.7472
2721,2721,36.96918216,-121.9486971,104,0,18.629,34.24,0.245,0.4213
2722,2722,36.96945255,-121.9486934,123,0,14.783,34.02,0.152,0.2945
2723,2723,36.96999332,-121.948686,123,0,9.568,36.349,0.135,0.2428
2724,2724,36.97026371,-121.9486822,212,0,12.533,34.702,0.176,0.2798
2725,2725,36.9705341,-121.9486785,172,0,10.726,35.267,0.258,0.2998
2726,2726,36.97080449,-121.9486748,143,0,16.126,33.892,0.215,0.3489
2727,2727,36.97107488,-121.9486711,153,0,14.975,35.575,0.2,0.3611
2728,2728,36.51599009,-121.9545257,0,195,14.476,33.918,0.152,0.636
2729,2729,36.5162605,-121.9545221,0,183,17.775,35.567,0.167,0.7489
2730,2730,36.51680132,-121.9545148,0,1161,18.588,34.772,0.241,0.7818
2731,2731,36.51707173,-121.9545112,0,2339,14.394,33.359,0.252,0.6704
2732,2732,36.51734213,-121.9545075,0,1883,9.283,36.154,0.146,0.5879
2733,2733,36.51761254,-121.9545039,0,993,18.305,33.885,0.233,0.7501
2734,2734,36.51788295,-121.9545003,0,611,13.868,35.495,0.187,0.6811
2735,2735,36.51815336,-121.9544966,0,582,10.236,33.754,0.135,0.5409
2736,2736,36.52031664,-121.9544675,0,972,18.616,34.048,0.235,0.7612
2737,2737,36.52058705,-121.9544639,0,1722,13.323,33.749,0.112,0.5893
2738,2738,36.52085746,-121.9544602,0,2656,20.927,32.277,0.187,0.7379
2739,2739,36.52112787,-121.9544566,182,2031,12.131,35.092,0.184,0.6044
2740,2740,36.55979631,-121.9539358,0,342,16.736,34.749,0.255,0.7522
2741,2741,36.56006672,-121.9539321,219,260,17.607,34.575,0.205,0.445
2742,2742,36.56033712,-121.9539285,479,0,13.846,33.739,0.222,0.3043
2743,2743,36.61036234,-121.9532532,109,0,12.188,32.774,0.318,0.2959
2744,2744,36.61198477,-121.9532313,722,0,12.715,34.725,0.189,0.2904
2745,2745,36.61225517,-121.9532276,834,0,21.459,35.016,0.154,0.4502
2746,2746,36.61252558,-121.9532239,153,0,14.272,33.925,0.202,0.3072
2747,2747,36.96944956,-121.9483564,94,336,15.532,32.526,0.226,0.5608
2748,2748,36.97026073,-121.9483453,104,0,16.475,33.432,0.3,0.3867
2749,2749,36.97053112,-121.9483415,114,0,13.316,33.982,0.206,0.292
2750,2750,36.97080151,-121.9483378,123,0,11.909,35.114,0.166,0.273
2751,2751,36.97107189,-121.9483341,123,0,14.873,33.722,0.186,0.3058
2752,2752,36.97134228,-121.9483304,143,0,13.53,35.064,0.136,0.2882
2753,2753,36.51679838,-121.9541798,0,660,18.578,34.907,0.195,0.762
2754,2754,36.51706879,-121.9541762,0,655,12.288,34.186,0.21,0.6291
2755,2755,36.5173392,-121.9541725,0,1046,18.72,33.495,0.179,0.7214
2756,2756,36.51760961,-121.9541689,0,2774,9.692,36.42,0.202,0.6305
2757,2757,36.52004329,-121.9541361,0,1237,10.643,34.301,0.226,0.608
2758,2758,36.5203137,-121.9541325,0,2201,9.201,33.384,0.244,0.5661
2759,2759,36.52058411,-121.9541289,0,611,12.988,33.778,0.221,0.638
2760,2760,36.52085452,-121.9541252,0,494,14.993,34.078,0.185,0.6665
2761,2761,36.52112493,-121.9541216,0,477,12.576,33.25,0.212,0.6123
2762,2762,36.52139534,-121.9541179,525,0,13.892,34.684,0.278,0.3568
2763,2763,36.55952296,-121.9536042,0,128,14.823,34.676,0.234,0.7027
2764,2764,36.55979337,-121.9536006,0,262,13.607,33.548,0.186,0.6268
2765,2765,36.61171142,-121.9528995,114,0,15.474,32.721,0.154,0.2765
2766,2766,36.61198182,-121.9528958,908,0,12.624,34.13,0.194,0.2763
2767,2767,36.61225223,-121.9528922,1643,0,14.481,35.124,0.165,0.3227
2768,2768,36.61252263,-121.9528885,639,0,18.793,33.344,0.16,0.3596
2769,2769,36.61847154,-121.9528081,0,631,17.98,34.137,0.185,0.7261
2770,2770,36.61874195,-121.9528044,0,514,15.267,35.313,0.212,0.7162
2771,2771,36.61901235,-121.9528008,0,192,15.585,36.177,0.131,0.7035
2772,2772,36.61928276,-121.9527971,0,158,13.146,35.714,0.187,0.6725
2773,2773,36.61955316,-121.9527934,0,438,17.338,34.541,0.13,0.6962
2774,2774,36.61982357,-121.9527898,0,128,17.542,34.482,0.107,0.6872
2775,2775,36.96944658,-121.9480194,0,336,15.542,35.206,0.206,0.7159
2776,2776,36.51490257,-121.9538703,0,254,16.652,33.958,0.19,0.6983
2777,2777,36.51517298,-121.9538666,0,172,11.19,32.511,0.171,0.5464
2778,2778,36.52004036,-121.9538011,0,1017,16.839,35.013,0.263,0.7648
2779,2779,36.52031077,-121.9537975,0,1590,15.838,34.101,0.233,0.7075
2780,2780,36.52058118,-121.9537938,0,723,15.867,34.36,0.267,0.7316
2781,2781,36.55924961,-121.9532727,0,172,10.63,35.561,0.153,0.6028
2782,2782,36.55952002,-121.953269,0,207,21.668,33.765,0.239,0.8155
2783,2783,36.55979042,-121.9532654,183,280,10.34,36.389,0.205,0.4151
2784,2784,36.56006083,-121.9532617,125,309,15.201,34.685,0.241,0.5722
2785,2785,36.56033124,-121.9532581,611,0,14.505,34.396,0.124,0.2845
2786,2786,36.61197887,-121.9525604,270,578,13.798,35.252,0.142,0.4877
2787,2787,36.61224928,-121.9525568,719,254,14.078,33.032,0.177,0.2686
2788,2788,36.61251968,-121.9525531,732,0,18.152,34.006,0.232,0.3997
2789,2789,36.61279009,-121.9525494,81,0,16.691,35.426,0.279,0.4303
2790,2790,36.6133309,-121.9525421,329,0,13.446,34.581,0.138,0.2755
2791,2791,36.6136013,-121.9525385,109,0,12.798,34.092,0.125,0.2442
2792,2792,36.61792779,-121.9524799,0,172,14.654,34.157,0.178,0.6584
2793,2793,36.61819819,-121.9524763,0,437,17.469,34.886,0.198,0.7414
2794,2794,36.6184686,-121.9524726,0,230,13.436,35.045,0.195,0.6654
2795,2795,36.618739,-121.952469,0,449,11.822,34.042,0.195,0.609
2796,2796,36.61900941,-121.9524653,0,197,14.638,35.976,0.166,0.6976
2797,2797,36.61927981,-121.9524617,0,202,17.822,33.787,0.252,0.7478
2798,2798,36.61955022,-121.952458,0,344,13.094,32.258,0.312,0.6476
2799,2799,36.61982062,-121.9524543,0,153,15.683,34.018,0.233,0.7025
2800,2800,36.96944359,-121.9476825,0,219,10.876,35.489,0.293,0.6758
2801,2801,36.96971398,-121.9476787,114,0,14.571,35.803,0.184,0.351
2802,2802,36.96998437,-121.947675,114,0,11.142,34.63,0.218,0.272
2803,2803,36.51733332,-121.9535025,339,0,13.707,33.938,0.236,0.3135
2804,2804,36.51976701,-121.9534697,0,641,13.958,35.686,0.168,0.6781
2805,2805,36.52003742,-121.9534661,0,2480,11.757,34.861,0.149,0.6052
2806,2806,36.52030783,-121.9534625,0,1854,14.775,34.171,0.204,0.6741
2807,2807,36.52057824,-121.9534588,0,376,17.134,33.969,0.276,0.7509
2808,2808,36.55951707,-121.9529338,0,206,14.564,34.841,0.184,0.6768
2809,2809,36.55978748,-121.9529302,0,1124,11.167,34.324,0.107,0.5593
2810,2810,36.56005789,-121.9529266,0,378,14.372,35.117,0.166,0.6709
2811,2811,36.5603283,-121.9529229,832,290,15.081,34.695,0.196,0.3392
2812,2812,36.61197592,-121.952225,99,508,12.83,36.254,0.126,0.5812
2813,2813,36.61224633,-121.9522213,133,631,17.933,33.527,0.163,0.6252
2814,2814,36.61251674,-121.9522177,766,0,17.873,34.079,0.136,0.3481
2815,2815,36.61278714,-121.952214,893,0,18.714,35.083,0.166,0.4045
2816,2816,36.61305755,-121.9522104,598,0,17.61,34.61,0.122,0.3492
2817,2817,36.61332795,-121.9522067,295,0,15.34,32.466,0.286,0.3335
2818,2818,36.61359836,-121.9522031,158,0,16.045,35.385,0.234,0.3942
2819,2819,36.61386876,-121.9521994,106,0,10.176,33.894,0.124,0.1878
2820,2820,36.61413917,-121.9521957,165,0,10.081,34.555,0.225,0.2529
2821,2821,36.61792484,-121.9521445,0,502,15.55,34.751,0.162,0.6827
2822,2822,36.61819524,-121.9521408,0,703,13.383,33.908,0.288,0.6825
2823,2823,36.61846565,-121.9521372,0,242,16.113,34.927,0.173,0.7035
2824,2824,36.96917022,-121.9473492,0,242,10.51,34.376,0.097,0.5428
2825,2825,36.96971099,-121.9473418,0,202,13.561,33.577,0.142,0.6047
2826,2826,36.97025177,-121.9473343,94,0,11.161,33.523,0.19,0.2307
2827,2827,36.51976407,-121.9531347,0,714,16.286,34.626,0.163,0.6944
2828,2828,36.52003448,-121.9531311,0,2133,17.169,33.544,0.292,0.749
2829,2829,36.52030489,-121.9531274,0,958,12.346,34.351,0.258,0.6584
2830,2830,36.55951413,-121.9525987,0,270,12.907,34.299,0.232,0.655
2831,2831,36.55978454,-121.952595,0,897,15.571,34.705,0.316,0.759
2832,2832,36.56005494,-121.9525914,0,486,9.237,35.639,0.222,0.6121
2833,2833,36.56032535,-121.9525877,214,309,15.129,35.663,0.218,0.4829
2834,2834,36.61170257,-121.9518932,172,0,18.177,33.833,0.127,0.3433
2835,2835,36.61197297,-121.9518896,344,244,13.751,34.01,0.197,0.2967
2836,2836,36.61224338,-121.9518859,187,0,12.401,34.556,0.257,0.3141
2837,2837,36.61251379,-121.9518823,251,0,15.658,33.836,0.188,0.3249
2838,2838,36.61278419,-121.9518786,417,0,15.405,34.783,0.179,0.3392
2839,2839,36.6130546,-121.9518749,114,0,9.28,33.881,0.36,0.283
2840,2840,36.969708,-121.9470048,0,192,16.426,34.849,0.151,0.6967
2841,2841,36.96997839,-121.9470011,114,0,15.581,34.743,0.23,0.3671
2842,2842,36.51759785,-121.9528289,535,0,12.074,37.286,0.232,0.3635
2843,2843,36.51949072,-121.9528034,476,596,15.114,34.092,0.234,0.4142
2844,2844,36.51976113,-121.9527997,0,420,13.11,34.435,0.129,0.6108
2845,2845,36.52003154,-121.9527961,0,347,14.967,34.897,0.271,0.7295
2846,2846,36.52030195,-121.9527924,231,317,18.311,33.954,0.147,0.4539
2847,2847,36.55897037,-121.9522708,0,251,14.131,34.158,0.234,0.6763
2848,2848,36.55924078,-121.9522671,0,141,12.759,33.926,0.127,0.5903
2849,2849,36.55951118,-121.9522635,0,182,15.052,34.891,0.266,0.7285
2850,2850,36.55978159,-121.9522598,0,156,12.027,36.418,0.179,0.6644
2851,2851,36.560052,-121.9522562,0,358,17.586,35.814,0.289,0.8124
2852,2852,36.56032241,-121.9522525,230,433,13.499,32.718,0.251,0.4506
2853,2853,36.61169962,-121.9515578,185,0,15.308,32.953,0.193,0.2985
2854,2854,36.9699754,-121.9466641,104,0,18.001,33.87,0.257,0.4058
2855,2855,36.51921737,-121.952472,0,435,13.555,34.68,0.187,0.6546
2856,2856,36.51975818,-121.9524647,0,259,9.448,35.137,0.255,0.6202
2857,2857,36.52002859,-121.952461,0,288,17.816,34.313,0.225,0.7473
2858,2858,36.520299,-121.9524574,535,1149,15.555,33.793,0.183,0.5064
